'Elapsed time','PCG'
'0:08.342',1151.000
'0:08.343',1279.000
'0:08.343',1198.000
'0:08.344',1290.000
'0:08.344',1313.000
'0:08.345',1362.000
'0:08.345',1456.000
'0:08.346',1538.000
'0:08.346',1578.000
'0:08.347',1702.000
'0:08.347',1734.000
'0:08.348',1788.000
'0:08.348',1724.000
'0:08.349',1699.000
'0:08.349',1645.000
'0:08.350',1596.000
'0:08.350',1415.000
'0:08.351',1336.000
'0:08.351',1170.000
'0:08.352',1036.000
'0:08.352',975.000
'0:08.353',809.000
'0:08.353',696.000
'0:08.354',543.000
'0:08.354',429.000
'0:08.355',384.000
'0:08.355',247.000
'0:08.356',121.000
'0:08.356',82.000
'0:08.357',-51.000
'0:08.357',-111.000
'0:08.358',-192.000
'0:08.358',-229.000
'0:08.359',-281.000
'0:08.359',-283.000
'0:08.360',-309.000
'0:08.360',-332.000
'0:08.361',-412.000
'0:08.361',-497.000
'0:08.362',-636.000
'0:08.362',-894.000
'0:08.363',-1119.000
'0:08.363',-1384.000
'0:08.364',-1573.000
'0:08.364',-1694.000
'0:08.365',-1891.000
'0:08.365',-1963.000
'0:08.366',-2133.000
'0:08.366',-2292.000
'0:08.367',-2363.000
'0:08.367',-2455.000
'0:08.368',-2421.000
'0:08.368',-2504.000
'0:08.369',-2371.000
'0:08.369',-2389.000
'0:08.370',-2281.000
'0:08.370',-2151.000
'0:08.371',-2061.000
'0:08.371',-1912.000
'0:08.372',-1786.000
'0:08.372',-1518.000
'0:08.373',-1356.000
'0:08.373',-1125.000
'0:08.374',-821.000
'0:08.374',-708.000
'0:08.375',-433.000
'0:08.375',-269.000
'0:08.376',-82.000
'0:08.376',110.000
'0:08.377',181.000
'0:08.377',284.000
'0:08.378',375.000
'0:08.378',477.000
'0:08.379',505.000
'0:08.379',631.000
'0:08.380',622.000
'0:08.380',747.000
'0:08.381',861.000
'0:08.381',906.000
'0:08.382',1036.000
'0:08.382',1122.000
'0:08.383',1206.000
'0:08.383',1312.000
'0:08.384',1296.000
'0:08.384',1505.000
'0:08.385',1474.000
'0:08.385',1556.000
'0:08.386',1653.000
'0:08.386',1663.000
'0:08.387',1796.000
'0:08.387',1831.000
'0:08.388',1832.000
'0:08.388',1876.000
'0:08.389',1929.000
'0:08.389',1937.000
'0:08.390',1880.000
'0:08.390',1896.000
'0:08.391',1750.000
'0:08.391',1669.000
'0:08.392',1615.000
'0:08.392',1336.000
'0:08.393',1291.000
'0:08.393',1112.000
'0:08.394',975.000
'0:08.394',826.000
'0:08.395',632.000
'0:08.395',496.000
'0:08.396',294.000
'0:08.396',90.000
'0:08.397',-45.000
'0:08.397',-261.000
'0:08.398',-430.000
'0:08.398',-649.000
'0:08.399',-821.000
'0:08.399',-952.000
'0:08.400',-1103.000
'0:08.400',-1300.000
'0:08.401',-1433.000
'0:08.401',-1571.000
'0:08.402',-1728.000
'0:08.402',-1797.000
'0:08.403',-1939.000
'0:08.403',-1969.000
'0:08.404',-2118.000
'0:08.404',-2149.000
'0:08.405',-2189.000
'0:08.405',-2208.000
'0:08.406',-2152.000
'0:08.406',-2163.000
'0:08.407',-2110.000
'0:08.407',-2013.000
'0:08.408',-1998.000
'0:08.408',-1847.000
'0:08.409',-1807.000
'0:08.409',-1667.000
'0:08.410',-1546.000
'0:08.410',-1514.000
'0:08.411',-1332.000
'0:08.411',-1204.000
'0:08.412',-1006.000
'0:08.412',-858.000
'0:08.413',-816.000
'0:08.413',-628.000
'0:08.414',-504.000
'0:08.414',-396.000
'0:08.415',-346.000
'0:08.415',-182.000
'0:08.416',-119.000
'0:08.416',-30.000
'0:08.417',111.000
'0:08.417',195.000
'0:08.418',323.000
'0:08.418',387.000
'0:08.419',534.000
'0:08.419',585.000
'0:08.420',653.000
'0:08.420',706.000
'0:08.421',822.000
'0:08.421',832.000
'0:08.422',906.000
'0:08.422',878.000
'0:08.423',941.000
'0:08.423',915.000
'0:08.424',975.000
'0:08.424',961.000
'0:08.425',993.000
'0:08.425',986.000
'0:08.426',983.000
'0:08.426',1012.000
'0:08.427',924.000
'0:08.427',1020.000
'0:08.428',918.000
'0:08.428',907.000
'0:08.429',937.000
'0:08.429',939.000
'0:08.430',946.000
'0:08.430',895.000
'0:08.431',923.000
'0:08.431',886.000
'0:08.432',840.000
'0:08.432',825.000
'0:08.433',716.000
'0:08.433',764.000
'0:08.434',726.000
'0:08.434',668.000
'0:08.435',668.000
'0:08.435',588.000
'0:08.436',545.000
'0:08.436',486.000
'0:08.437',512.000
'0:08.437',395.000
'0:08.438',335.000
'0:08.438',336.000
'0:08.439',240.000
'0:08.439',172.000
'0:08.440',182.000
'0:08.440',129.000
'0:08.441',101.000
'0:08.441',21.000
'0:08.442',6.000
'0:08.442',-69.000
'0:08.443',-24.000
'0:08.443',-161.000
'0:08.444',-155.000
'0:08.444',-116.000
'0:08.445',-210.000
'0:08.445',-225.000
'0:08.446',-168.000
'0:08.446',-181.000
'0:08.447',-206.000
'0:08.447',-126.000
'0:08.448',-104.000
'0:08.448',-135.000
'0:08.449',-26.000
'0:08.449',-75.000
'0:08.450',9.000
'0:08.450',65.000
'0:08.451',1.000
'0:08.451',98.000
'0:08.452',75.000
'0:08.452',154.000
'0:08.453',161.000
'0:08.453',216.000
'0:08.454',212.000
'0:08.454',255.000
'0:08.455',244.000
'0:08.455',256.000
'0:08.456',197.000
'0:08.456',214.000
'0:08.457',212.000
'0:08.457',146.000
'0:08.458',151.000
'0:08.458',159.000
'0:08.459',153.000
'0:08.459',99.000
'0:08.460',158.000
'0:08.460',63.000
'0:08.461',89.000
'0:08.461',37.000
'0:08.462',-30.000
'0:08.462',-16.000
'0:08.463',-23.000
'0:08.463',-69.000
'0:08.464',-115.000
'0:08.464',-129.000
'0:08.465',-173.000
'0:08.465',-168.000
'0:08.466',-167.000
'0:08.466',-268.000
'0:08.467',-266.000
'0:08.467',-287.000
'0:08.468',-336.000
'0:08.468',-361.000
'0:08.469',-386.000
'0:08.469',-483.000
'0:08.470',-503.000
'0:08.470',-525.000
'0:08.471',-578.000
'0:08.471',-619.000
'0:08.472',-581.000
'0:08.472',-589.000
'0:08.473',-545.000
'0:08.473',-590.000
'0:08.474',-562.000
'0:08.474',-538.000
'0:08.475',-493.000
'0:08.475',-410.000
'0:08.476',-430.000
'0:08.476',-308.000
'0:08.477',-315.000
'0:08.477',-301.000
'0:08.478',-314.000
'0:08.478',-272.000
'0:08.479',-285.000
'0:08.479',-286.000
'0:08.480',-264.000
'0:08.480',-295.000
'0:08.481',-280.000
'0:08.481',-210.000
'0:08.482',-244.000
'0:08.482',-237.000
'0:08.483',-178.000
'0:08.483',-195.000
'0:08.484',-170.000
'0:08.484',-135.000
'0:08.485',-149.000
'0:08.485',-61.000
'0:08.486',11.000
'0:08.486',-12.000
'0:08.487',10.000
'0:08.487',41.000
'0:08.488',76.000
'0:08.488',122.000
'0:08.489',139.000
'0:08.489',121.000
'0:08.490',118.000
'0:08.490',160.000
'0:08.491',196.000
'0:08.491',139.000
'0:08.492',110.000
'0:08.492',168.000
'0:08.493',172.000
'0:08.493',211.000
'0:08.494',239.000
'0:08.494',149.000
'0:08.495',239.000
'0:08.495',249.000
'0:08.496',314.000
'0:08.496',329.000
'0:08.497',341.000
'0:08.497',307.000
'0:08.498',415.000
'0:08.498',366.000
'0:08.499',321.000
'0:08.499',343.000
'0:08.500',339.000
'0:08.500',276.000
'0:08.501',252.000
'0:08.501',208.000
'0:08.502',143.000
'0:08.502',137.000
'0:08.503',141.000
'0:08.503',143.000
'0:08.504',56.000
'0:08.504',86.000
'0:08.505',34.000
'0:08.505',-82.000
'0:08.506',-146.000
'0:08.506',-174.000
'0:08.507',-299.000
'0:08.507',-301.000
'0:08.508',-386.000
'0:08.508',-485.000
'0:08.509',-441.000
'0:08.509',-546.000
'0:08.510',-564.000
'0:08.510',-517.000
'0:08.511',-611.000
'0:08.511',-571.000
'0:08.512',-549.000
'0:08.512',-615.000
'0:08.513',-609.000
'0:08.513',-651.000
'0:08.514',-604.000
'0:08.514',-631.000
'0:08.515',-657.000
'0:08.515',-553.000
'0:08.516',-516.000
'0:08.516',-514.000
'0:08.517',-433.000
'0:08.517',-407.000
'0:08.518',-330.000
'0:08.518',-255.000
'0:08.519',-255.000
'0:08.519',-134.000
'0:08.520',-50.000
'0:08.520',-72.000
'0:08.521',48.000
'0:08.521',93.000
'0:08.522',144.000
'0:08.522',219.000
'0:08.523',309.000
'0:08.523',316.000
'0:08.524',424.000
'0:08.524',447.000
'0:08.525',423.000
'0:08.525',498.000
'0:08.526',469.000
'0:08.526',500.000
'0:08.527',539.000
'0:08.527',555.000
'0:08.528',592.000
'0:08.528',657.000
'0:08.529',690.000
'0:08.529',722.000
'0:08.530',753.000
'0:08.530',765.000
'0:08.531',748.000
'0:08.531',799.000
'0:08.532',804.000
'0:08.532',801.000
'0:08.533',809.000
'0:08.533',782.000
'0:08.534',795.000
'0:08.534',746.000
'0:08.535',763.000
'0:08.535',760.000
'0:08.536',693.000
'0:08.536',785.000
'0:08.537',748.000
'0:08.537',699.000
'0:08.538',695.000
'0:08.538',623.000
'0:08.539',537.000
'0:08.539',495.000
'0:08.540',450.000
'0:08.540',301.000
'0:08.541',297.000
'0:08.541',240.000
'0:08.542',153.000
'0:08.542',100.000
'0:08.543',0.000
'0:08.543',-35.000
'0:08.544',-66.000
'0:08.544',-136.000
'0:08.545',-94.000
'0:08.545',-190.000
'0:08.546',-177.000
'0:08.546',-227.000
'0:08.547',-303.000
'0:08.547',-354.000
'0:08.548',-370.000
'0:08.548',-389.000
'0:08.549',-449.000
'0:08.549',-428.000
'0:08.550',-481.000
'0:08.550',-423.000
'0:08.551',-473.000
'0:08.551',-490.000
'0:08.552',-457.000
'0:08.552',-442.000
'0:08.553',-516.000
'0:08.553',-440.000
'0:08.554',-454.000
'0:08.554',-449.000
'0:08.555',-400.000
'0:08.555',-410.000
'0:08.556',-412.000
'0:08.556',-366.000
'0:08.557',-415.000
'0:08.557',-419.000
'0:08.558',-429.000
'0:08.558',-403.000
'0:08.559',-424.000
'0:08.559',-405.000
'0:08.560',-402.000
'0:08.560',-341.000
'0:08.561',-325.000
'0:08.561',-304.000
'0:08.562',-207.000
'0:08.562',-172.000
'0:08.563',-123.000
'0:08.563',-129.000
'0:08.564',-69.000
'0:08.564',-43.000
'0:08.565',-29.000
'0:08.565',-30.000
'0:08.566',-30.000
'0:08.566',30.000
'0:08.567',-10.000
'0:08.567',68.000
'0:08.568',124.000
'0:08.568',70.000
'0:08.569',198.000
'0:08.569',89.000
'0:08.570',187.000
'0:08.570',121.000
'0:08.571',161.000
'0:08.571',110.000
'0:08.572',91.000
'0:08.572',90.000
'0:08.573',85.000
'0:08.573',97.000
'0:08.574',67.000
'0:08.574',46.000
'0:08.575',73.000
'0:08.575',21.000
'0:08.576',86.000
'0:08.576',30.000
'0:08.577',57.000
'0:08.577',31.000
'0:08.578',-29.000
'0:08.578',56.000
'0:08.579',-96.000
'0:08.579',-66.000
'0:08.580',-95.000
'0:08.580',-190.000
'0:08.581',-226.000
'0:08.581',-194.000
'0:08.582',-274.000
'0:08.582',-256.000
'0:08.583',-249.000
'0:08.583',-315.000
'0:08.584',-247.000
'0:08.584',-286.000
'0:08.585',-314.000
'0:08.585',-221.000
'0:08.586',-295.000
'0:08.586',-245.000
'0:08.587',-185.000
'0:08.587',-189.000
'0:08.588',-141.000
'0:08.588',-143.000
'0:08.589',-71.000
'0:08.589',-78.000
'0:08.590',-1.000
'0:08.590',50.000
'0:08.591',133.000
'0:08.591',89.000
'0:08.592',126.000
'0:08.592',171.000
'0:08.593',158.000
'0:08.593',159.000
'0:08.594',217.000
'0:08.594',151.000
'0:08.595',256.000
'0:08.595',211.000
'0:08.596',227.000
'0:08.596',234.000
'0:08.597',235.000
'0:08.597',253.000
'0:08.598',258.000
'0:08.598',220.000
'0:08.599',213.000
'0:08.599',182.000
'0:08.600',229.000
'0:08.600',174.000
'0:08.601',137.000
'0:08.601',90.000
'0:08.602',82.000
'0:08.602',127.000
'0:08.603',51.000
'0:08.603',129.000
'0:08.604',-20.000
'0:08.604',31.000
'0:08.605',-3.000
'0:08.605',-15.000
'0:08.606',-63.000
'0:08.606',-90.000
'0:08.607',-118.000
'0:08.607',-128.000
'0:08.608',-157.000
'0:08.608',-155.000
'0:08.609',-151.000
'0:08.609',-115.000
'0:08.610',-98.000
'0:08.610',-47.000
'0:08.611',-78.000
'0:08.611',-151.000
'0:08.612',-66.000
'0:08.612',-100.000
'0:08.613',-111.000
'0:08.613',-105.000
'0:08.614',-163.000
'0:08.614',-112.000
'0:08.615',-130.000
'0:08.615',-102.000
'0:08.616',-123.000
'0:08.616',-94.000
'0:08.617',-201.000
'0:08.617',-117.000
'0:08.618',-137.000
'0:08.618',-200.000
'0:08.619',-124.000
'0:08.619',-203.000
'0:08.620',-143.000
'0:08.620',-154.000
'0:08.621',-148.000
'0:08.621',-97.000
'0:08.622',-150.000
'0:08.622',-109.000
'0:08.623',-73.000
'0:08.623',-113.000
'0:08.624',-77.000
'0:08.624',-66.000
'0:08.625',-7.000
'0:08.625',33.000
'0:08.626',57.000
'0:08.626',94.000
'0:08.627',104.000
'0:08.627',207.000
'0:08.628',144.000
'0:08.628',241.000
'0:08.629',185.000
'0:08.629',165.000
'0:08.630',183.000
'0:08.630',126.000
'0:08.631',181.000
'0:08.631',129.000
'0:08.632',126.000
'0:08.632',122.000
'0:08.633',201.000
'0:08.633',211.000
'0:08.634',108.000
'0:08.634',189.000
'0:08.635',92.000
'0:08.635',161.000
'0:08.636',147.000
'0:08.636',138.000
'0:08.637',215.000
'0:08.637',149.000
'0:08.638',218.000
'0:08.638',190.000
'0:08.639',195.000
'0:08.639',197.000
'0:08.640',181.000
'0:08.640',258.000
'0:08.641',229.000
'0:08.641',225.000
'0:08.642',183.000
'0:08.642',195.000
'0:08.643',274.000
'0:08.643',137.000
'0:08.644',261.000
'0:08.644',149.000
'0:08.645',188.000
'0:08.645',176.000
'0:08.646',155.000
'0:08.646',218.000
'0:08.647',162.000
'0:08.647',184.000
'0:08.648',164.000
'0:08.648',85.000
'0:08.649',106.000
'0:08.649',44.000
'0:08.650',15.000
'0:08.650',-6.000
'0:08.651',-22.000
'0:08.651',-74.000
'0:08.652',-98.000
'0:08.652',-63.000
'0:08.653',-186.000
'0:08.653',-69.000
'0:08.654',-119.000
'0:08.654',-154.000
'0:08.655',-127.000
'0:08.655',-176.000
'0:08.656',-165.000
'0:08.656',-161.000
'0:08.657',-195.000
'0:08.657',-205.000
'0:08.658',-125.000
'0:08.658',-183.000
'0:08.659',-176.000
'0:08.659',-146.000
'0:08.660',-245.000
'0:08.660',-203.000
'0:08.661',-209.000
'0:08.661',-222.000
'0:08.662',-167.000
'0:08.662',-216.000
'0:08.663',-191.000
'0:08.663',-290.000
'0:08.664',-301.000
'0:08.664',-291.000
'0:08.665',-369.000
'0:08.665',-317.000
'0:08.666',-316.000
'0:08.666',-359.000
'0:08.667',-318.000
'0:08.667',-362.000
'0:08.668',-292.000
'0:08.668',-325.000
'0:08.669',-264.000
'0:08.669',-336.000
'0:08.670',-296.000
'0:08.670',-282.000
'0:08.671',-306.000
'0:08.671',-247.000
'0:08.672',-298.000
'0:08.672',-289.000
'0:08.673',-226.000
'0:08.673',-199.000
'0:08.674',-277.000
'0:08.674',-221.000
'0:08.675',-163.000
'0:08.675',-175.000
'0:08.676',-108.000
'0:08.676',-56.000
'0:08.677',-134.000
'0:08.677',-50.000
'0:08.678',-130.000
'0:08.678',-28.000
'0:08.679',-57.000
'0:08.679',-69.000
'0:08.680',3.000
'0:08.680',6.000
'0:08.681',34.000
'0:08.681',24.000
'0:08.682',57.000
'0:08.682',63.000
'0:08.683',29.000
'0:08.683',54.000
'0:08.684',27.000
'0:08.684',135.000
'0:08.685',127.000
'0:08.685',184.000
'0:08.686',211.000
'0:08.686',117.000
'0:08.687',271.000
'0:08.687',296.000
'0:08.688',228.000
'0:08.688',343.000
'0:08.689',456.000
'0:08.689',409.000
'0:08.690',464.000
'0:08.690',529.000
'0:08.691',514.000
'0:08.691',520.000
'0:08.692',564.000
'0:08.692',504.000
'0:08.693',599.000
'0:08.693',564.000
'0:08.694',624.000
'0:08.694',670.000
'0:08.695',601.000
'0:08.695',676.000
'0:08.696',614.000
'0:08.696',626.000
'0:08.697',530.000
'0:08.697',526.000
'0:08.698',525.000
'0:08.698',505.000
'0:08.699',544.000
'0:08.699',464.000
'0:08.700',530.000
'0:08.700',487.000
'0:08.701',492.000
'0:08.701',539.000
'0:08.702',486.000
'0:08.702',638.000
'0:08.703',504.000
'0:08.703',468.000
'0:08.704',520.000
'0:08.704',427.000
'0:08.705',380.000
'0:08.705',322.000
'0:08.706',275.000
'0:08.706',275.000
'0:08.707',202.000
'0:08.707',147.000
'0:08.708',18.000
'0:08.708',-41.000
'0:08.709',-180.000
'0:08.709',-223.000
'0:08.710',-381.000
'0:08.710',-466.000
'0:08.711',-527.000
'0:08.711',-720.000
'0:08.712',-737.000
'0:08.712',-842.000
'0:08.713',-895.000
'0:08.713',-853.000
'0:08.714',-969.000
'0:08.714',-895.000
'0:08.715',-828.000
'0:08.715',-888.000
'0:08.716',-825.000
'0:08.716',-741.000
'0:08.717',-690.000
'0:08.717',-587.000
'0:08.718',-350.000
'0:08.718',-401.000
'0:08.719',-171.000
'0:08.719',-165.000
'0:08.720',-280.000
'0:08.720',-395.000
'0:08.721',-802.000
'0:08.721',-1184.000
'0:08.722',-1586.000
'0:08.722',-1734.000
'0:08.723',-1949.000
'0:08.723',-2449.000
'0:08.724',-2810.000
'0:08.724',-3066.000
'0:08.725',-3051.000
'0:08.725',-2903.000
'0:08.726',-2754.000
'0:08.726',-2269.000
'0:08.727',-1575.000
'0:08.727',-585.000
'0:08.728',515.000
'0:08.728',1867.000
'0:08.729',3163.000
'0:08.729',4131.000
'0:08.730',4979.000
'0:08.730',5407.000
'0:08.731',5692.000
'0:08.731',5727.000
'0:08.732',5692.000
'0:08.732',5482.000
'0:08.733',4989.000
'0:08.733',4262.000
'0:08.734',3329.000
'0:08.734',2435.000
'0:08.735',1606.000
'0:08.735',956.000
'0:08.736',567.000
'0:08.736',140.000
'0:08.737',-7.000
'0:08.737',-165.000
'0:08.738',-259.000
'0:08.738',-412.000
'0:08.739',-532.000
'0:08.739',-612.000
'0:08.740',-822.000
'0:08.740',-1070.000
'0:08.741',-1234.000
'0:08.741',-1542.000
'0:08.742',-1755.000
'0:08.742',-2156.000
'0:08.743',-2451.000
'0:08.743',-2914.000
'0:08.744',-3129.000
'0:08.744',-3339.000
'0:08.745',-3505.000
'0:08.745',-3425.000
'0:08.746',-3283.000
'0:08.746',-2970.000
'0:08.747',-2470.000
'0:08.747',-1932.000
'0:08.748',-1348.000
'0:08.748',-810.000
'0:08.749',-328.000
'0:08.749',-111.000
'0:08.750',171.000
'0:08.750',225.000
'0:08.751',128.000
'0:08.751',107.000
'0:08.752',-89.000
'0:08.752',-293.000
'0:08.753',-483.000
'0:08.753',-505.000
'0:08.754',-608.000
'0:08.754',-590.000
'0:08.755',-409.000
'0:08.755',-389.000
'0:08.756',-108.000
'0:08.756',85.000
'0:08.757',226.000
'0:08.757',374.000
'0:08.758',428.000
'0:08.758',530.000
'0:08.759',573.000
'0:08.759',595.000
'0:08.760',622.000
'0:08.760',526.000
'0:08.761',615.000
'0:08.761',570.000
'0:08.762',574.000
'0:08.762',586.000
'0:08.763',616.000
'0:08.763',660.000
'0:08.764',630.000
'0:08.764',731.000
'0:08.765',764.000
'0:08.765',752.000
'0:08.766',733.000
'0:08.766',652.000
'0:08.767',676.000
'0:08.767',515.000
'0:08.768',420.000
'0:08.768',311.000
'0:08.769',158.000
'0:08.769',74.000
'0:08.770',-11.000
'0:08.770',-142.000
'0:08.771',-208.000
'0:08.771',-197.000
'0:08.772',-194.000
'0:08.772',-182.000
'0:08.773',-220.000
'0:08.773',-235.000
'0:08.774',-265.000
'0:08.774',-379.000
'0:08.775',-408.000
'0:08.775',-520.000
'0:08.776',-697.000
'0:08.776',-658.000
'0:08.777',-835.000
'0:08.777',-878.000
'0:08.778',-957.000
'0:08.778',-1073.000
'0:08.779',-1082.000
'0:08.779',-1052.000
'0:08.780',-1028.000
'0:08.780',-954.000
'0:08.781',-952.000
'0:08.781',-851.000
'0:08.782',-829.000
'0:08.782',-674.000
'0:08.783',-689.000
'0:08.783',-611.000
'0:08.784',-549.000
'0:08.784',-496.000
'0:08.785',-471.000
'0:08.785',-483.000
'0:08.786',-398.000
'0:08.786',-494.000
'0:08.787',-424.000
'0:08.787',-289.000
'0:08.788',-367.000
'0:08.788',-258.000
'0:08.789',-181.000
'0:08.789',-125.000
'0:08.790',4.000
'0:08.790',79.000
'0:08.791',170.000
'0:08.791',200.000
'0:08.792',275.000
'0:08.792',269.000
'0:08.793',431.000
'0:08.793',442.000
'0:08.794',432.000
'0:08.794',498.000
'0:08.795',516.000
'0:08.795',590.000
'0:08.796',622.000
'0:08.796',663.000
'0:08.797',735.000
'0:08.797',784.000
'0:08.798',818.000
'0:08.798',802.000
'0:08.799',839.000
'0:08.799',915.000
'0:08.800',861.000
'0:08.800',933.000
'0:08.801',886.000
'0:08.801',881.000
'0:08.802',853.000
'0:08.802',893.000
'0:08.803',893.000
'0:08.803',788.000
'0:08.804',798.000
'0:08.804',771.000
'0:08.805',702.000
'0:08.805',753.000
'0:08.806',705.000
'0:08.806',707.000
'0:08.807',730.000
'0:08.807',763.000
'0:08.808',685.000
'0:08.808',728.000
'0:08.809',685.000
'0:08.809',615.000
'0:08.810',643.000
'0:08.810',572.000
'0:08.811',619.000
'0:08.811',597.000
'0:08.812',581.000
'0:08.812',561.000
'0:08.813',571.000
'0:08.813',501.000
'0:08.814',457.000
'0:08.814',466.000
'0:08.815',439.000
'0:08.815',452.000
'0:08.816',437.000
'0:08.816',433.000
'0:08.817',499.000
'0:08.817',432.000
'0:08.818',545.000
'0:08.818',476.000
'0:08.819',458.000
'0:08.819',517.000
'0:08.820',472.000
'0:08.820',506.000
'0:08.821',476.000
'0:08.821',481.000
'0:08.822',430.000
'0:08.822',475.000
'0:08.823',422.000
'0:08.823',430.000
'0:08.824',418.000
'0:08.824',377.000
'0:08.825',365.000
'0:08.825',387.000
'0:08.826',329.000
'0:08.826',303.000
'0:08.827',314.000
'0:08.827',304.000
'0:08.828',200.000
'0:08.828',200.000
'0:08.829',160.000
'0:08.829',83.000
'0:08.830',58.000
'0:08.830',9.000
'0:08.831',-44.000
'0:08.831',-50.000
'0:08.832',-135.000
'0:08.832',-185.000
'0:08.833',-244.000
'0:08.833',-243.000
'0:08.834',-296.000
'0:08.834',-372.000
'0:08.835',-336.000
'0:08.835',-422.000
'0:08.836',-400.000
'0:08.836',-438.000
'0:08.837',-498.000
'0:08.837',-541.000
'0:08.838',-582.000
'0:08.838',-601.000
'0:08.839',-689.000
'0:08.839',-696.000
'0:08.840',-724.000
'0:08.840',-795.000
'0:08.841',-815.000
'0:08.841',-870.000
'0:08.842',-962.000
'0:08.842',-954.000
'0:08.843',-973.000
'0:08.843',-970.000
'0:08.844',-1023.000
'0:08.844',-1034.000
'0:08.845',-1001.000
'0:08.845',-977.000
'0:08.846',-952.000
'0:08.846',-1010.000
'0:08.847',-1010.000
'0:08.847',-987.000
'0:08.848',-1034.000
'0:08.848',-970.000
'0:08.849',-969.000
'0:08.849',-999.000
'0:08.850',-943.000
'0:08.850',-869.000
'0:08.851',-915.000
'0:08.851',-828.000
'0:08.852',-824.000
'0:08.852',-750.000
'0:08.853',-655.000
'0:08.853',-643.000
'0:08.854',-565.000
'0:08.854',-461.000
'0:08.855',-441.000
'0:08.855',-315.000
'0:08.856',-290.000
'0:08.856',-179.000
'0:08.857',-99.000
'0:08.857',-43.000
'0:08.858',47.000
'0:08.858',75.000
'0:08.859',95.000
'0:08.859',124.000
'0:08.860',134.000
'0:08.860',136.000
'0:08.861',98.000
'0:08.861',77.000
'0:08.862',88.000
'0:08.862',160.000
'0:08.863',145.000
'0:08.863',119.000
'0:08.864',167.000
'0:08.864',141.000
'0:08.865',231.000
'0:08.865',254.000
'0:08.866',220.000
'0:08.866',303.000
'0:08.867',337.000
'0:08.867',390.000
'0:08.868',443.000
'0:08.868',482.000
'0:08.869',501.000
'0:08.869',481.000
'0:08.870',512.000
'0:08.870',461.000
'0:08.871',456.000
'0:08.871',437.000
'0:08.872',430.000
'0:08.872',307.000
'0:08.873',244.000
'0:08.873',208.000
'0:08.874',138.000
'0:08.874',83.000
'0:08.875',5.000
'0:08.875',11.000
'0:08.876',-33.000
'0:08.876',-72.000
'0:08.877',-120.000
'0:08.877',-181.000
'0:08.878',-149.000
'0:08.878',-173.000
'0:08.879',-177.000
'0:08.879',-152.000
'0:08.880',-159.000
'0:08.880',-134.000
'0:08.881',-99.000
'0:08.881',-72.000
'0:08.882',-68.000
'0:08.882',11.000
'0:08.883',19.000
'0:08.883',34.000
'0:08.884',113.000
'0:08.884',146.000
'0:08.885',174.000
'0:08.885',195.000
'0:08.886',189.000
'0:08.886',173.000
'0:08.887',203.000
'0:08.887',156.000
'0:08.888',202.000
'0:08.888',150.000
'0:08.889',205.000
'0:08.889',221.000
'0:08.890',170.000
'0:08.890',251.000
'0:08.891',226.000
'0:08.891',198.000
'0:08.892',219.000
'0:08.892',148.000
'0:08.893',229.000
'0:08.893',218.000
'0:08.894',195.000
'0:08.894',166.000
'0:08.895',164.000
'0:08.895',77.000
'0:08.896',60.000
'0:08.896',-23.000
'0:08.897',-43.000
'0:08.897',-51.000
'0:08.898',-126.000
'0:08.898',-136.000
'0:08.899',-233.000
'0:08.899',-279.000
'0:08.900',-279.000
'0:08.900',-308.000
'0:08.901',-327.000
'0:08.901',-343.000
'0:08.902',-275.000
'0:08.902',-245.000
'0:08.903',-266.000
'0:08.903',-147.000
'0:08.904',-226.000
'0:08.904',-67.000
'0:08.905',-97.000
'0:08.905',4.000
'0:08.906',65.000
'0:08.906',0.000
'0:08.907',161.000
'0:08.907',169.000
'0:08.908',145.000
'0:08.908',227.000
'0:08.909',228.000
'0:08.909',267.000
'0:08.910',300.000
'0:08.910',364.000
'0:08.911',396.000
'0:08.911',402.000
'0:08.912',412.000
'0:08.912',317.000
'0:08.913',376.000
'0:08.913',377.000
'0:08.914',360.000
'0:08.914',353.000
'0:08.915',347.000
'0:08.915',377.000
'0:08.916',400.000
'0:08.916',420.000
'0:08.917',454.000
'0:08.917',388.000
'0:08.918',393.000
'0:08.918',392.000
'0:08.919',377.000
'0:08.919',307.000
'0:08.920',333.000
'0:08.920',227.000
'0:08.921',215.000
'0:08.921',145.000
'0:08.922',27.000
'0:08.922',57.000
'0:08.923',-117.000
'0:08.923',-99.000
'0:08.924',-110.000
'0:08.924',-238.000
'0:08.925',-294.000
'0:08.925',-281.000
'0:08.926',-345.000
'0:08.926',-360.000
'0:08.927',-375.000
'0:08.927',-357.000
'0:08.928',-367.000
'0:08.928',-326.000
'0:08.929',-342.000
'0:08.929',-315.000
'0:08.930',-314.000
'0:08.930',-291.000
'0:08.931',-246.000
'0:08.931',-236.000
'0:08.932',-219.000
'0:08.932',-187.000
'0:08.933',-181.000
'0:08.933',-115.000
'0:08.934',-155.000
'0:08.934',-124.000
'0:08.935',-100.000
'0:08.935',-95.000
'0:08.936',-73.000
'0:08.936',-44.000
'0:08.937',32.000
'0:08.937',44.000
'0:08.938',34.000
'0:08.938',-20.000
'0:08.939',-9.000
'0:08.939',-45.000
'0:08.940',-43.000
'0:08.940',-92.000
'0:08.941',-55.000
'0:08.941',-86.000
'0:08.942',-140.000
'0:08.942',-137.000
'0:08.943',-127.000
'0:08.943',-198.000
'0:08.944',-97.000
'0:08.944',-228.000
